CO_NCM;CO_UNID;CO_SH6;CO_PPE;CO_PPI;CO_FAT_AGREG;CO_CUCI_ITEM;CO_CGCE_N3;CO_SIIT;CO_ISIC_CLASSE;CO_EXP_SUBSET;NO_NCM_POR;NO_NCM_ESP;NO_NCM_ING
29202400;10;292024;3990;3990;03;51639;240;2000;2011;1402;Fosfito de trietila;Fosfito de trietilo;Phosphite of triethyle
29202910;10;292029;3990;3990;03;51639;240;2000;2011;1402;Fosfito de alquila de C3 a C13 ou de alquilarila;Fosfito de alquila de C3 a C13 ou de alquilarila;Phosphite of alkyl of C3 to C13 or of alkylaril
29202920;10;292029;3990;3990;03;51639;240;2000;2011;1402;Fosfito de difenila;Fosfito de difenila;Diphenyl phosphite
29202930;10;292029;3990;3990;03;51639;240;2000;2011;1402;Outros fosfitos, de arila;Otros fosfitos, de arila;Other phosphites, of arila
01019000;11;010190;1990;1990;01;0015;210;9000;0142;8099;Animais especie asinina/muar, exceto reprodutores de raca pura;Especies asnales/muar, de raza pura,ex.para procreacion;Asses, except purebred breeding
01019010;11;010190;1990;1990;01;0015;210;9000;0142;8099;Cavalos vivos, exceto reprodutores raca pura;Caballos vivos,  excepto reproductores de raza pura;Live horses, except purebred breeding
01019090;11;010190;1990;1990;01;0015;210;9000;0142;8099;Animais especie asinina/muar, exceto reprodutores de raca pura pura;Asnos, mulos y burdeganos, exc.reprod.raza pura;Asses/mules/hinnies, except purebred breeding
01021010;11;010210;1084;1084;01;00111;110;9000;0141;8099;Bovinos reprodutores de raca pura, prenhe ou cria ao pe;Bovinos reproduct.de raza pura, preñad.o c/cria al pie;Purebred breeding bovine, pregnant or lactating
01021090;11;010210;1084;1084;01;00111;110;9000;0141;8099;Outros bovinos reprodutores de raca pura;Otros bovinos reproductores de raza pura;Other purebred breeding bovines
01022110;11;010221;1084;1084;01;00111;110;9000;0141;8099;Bovinos reprodutores raca pura, prenhe ou com cria ao pe;Bovinos repoductores de pura raza, embarazado;Purebred breeding cattle, pregnant or lactating
01022190;11;010221;1084;1084;01;00111;110;9000;0141;8099;Outros bovinos reprodutores de raca pura;Otros bovinos procreadores de pura raza;Other purebred cattle, for breeding
01022911;11;010229;1084;1084;01;00119;210;9000;0141;8099;Outros bovinos para reproducao, prenhe ou com cria ao pe;Otros bovinos para procreacion, embarazado;Other bovine animals for breeding,pregnant or lactating
01022919;11;010229;1084;1084;01;00119;210;9000;0141;8099;Outros bovinos para reproducao;Otros bovinos para procreacion;Other bovine animals for breeding
01022990;11;010229;1084;1084;01;00119;210;9000;0141;8099;Outros bovinos vivos;Otros bovinos vivos;Other live catlle
01023110;11;010231;1990;1990;01;00111;110;9000;0141;8099;Bufalos reprodutores de raca pura, prenhe ou com cria ao pe;Bufalos para procreacion, pura raza, embarazado;Purebred breeding buffalo, pregnant or lactating
01023190;11;010231;1084;1084;01;00111;110;9000;0141;8099;Outros bufalos reprodutores de raca pura;Otros bufalos para procreacion, de pura raza;Other purebred breeding buffalo
01023911;11;010239;1084;1084;01;00119;210;9000;0141;8099;Outros bufalos para reproducao, exceto raca pura, prenhe ou com cria ao pe;Otros bufalos p/ procreacion,ex.embarazado o pura raza;Other buffalo for breeding, ex. purebred or pregnant
01023919;11;010239;1084;1084;01;00119;210;9000;0141;8099;Outros bufalos para reproducao, exceto reprodutores de raca pura;Otros bufalos para procreacion, excepto de pura raza;Other buffalo for breeding, except purebred breeding
01023990;11;010239;1084;1084;01;00119;210;9000;0141;8099;Outros bufalos;Otros bufalos;Other buffalos
01029000;11;010290;1084;1084;01;00119;110;9000;0141;8099;Outros animais vivos da especie bovina;Otros animales vivos de la especie bovina;Other live animals of bovine species
01029011;11;010290;1084;1084;01;00119;210;9000;0141;8099;Outros bovinos para reproducao, prenhe ou com cria ao pe;Los dem.bovinos p/reproduccion, preñad.o c/cria al pie;Other purebred breeding bovines pregnant/lactanting
85286200;11;852862;3145;3145;03;7615;110;1000;2620;0902;Projetores, capazes de serem conectados diretamente a uma maquina automatica para processamento de dados da posicao 84.71 e concebidos para serem utilizados com esta maquina;Proyectores, que puedan conectarse directamente a una maquina automatica para el procesamiento de datos de la Partida 8471 y diseñados para su uso con esta maquina;Projectors, capable of being directly connected to an automatic data processing machine of Heading 8471 and designed for use with this machine
85395000;11;853950;3990;3990;03;77878;110;2000;2790;1199;Lampadas e tubos de diodos emissores de luz (LED);Lamparas y tubos de diodos emisores de luz (LED);Lamps and light emitting diodes tubes (LED)
87019100;11;870191;3460;3460;03;72249;110;2000;2821;1009;Outros tratores, com uma potencia de motor nao superior a 18 kW;Otros tractores con una potencia no superior a 18 kW;Other tractors with an engine power not exceeding 18 kW
87019200;11;870192;3460;3460;03;72249;110;2000;2821;1009;Outros tratores, com uma potencia de motor superior a 18 kW, mas nao superior a 37 kW;Otros tractores con una potencia superior a 18 kW pero inferior o igual a 37 kW;Other tractors with an engine power exceeding 18 kW but not exceeding 37 kW
87019300;11;870193;3460;3460;03;72249;110;2000;2821;1009;Outros tratores, com uma potencia de motor superior a 37 kW, mas nao superior a 75 kW;Otros tractores con potencia superior a 37 kW pero inferior o igual a 75 kW;Other tractors with an engine power exceeding 37 kW but not exceeding 75 kW
87019410;11;870194;3460;3460;03;72249;110;2000;2821;1009;Tratores especialmente concebidos para arrastar troncos (log skidders), com uma potencia de motor superior a 75 kW, mas nao superior a 130 kW;Tractores especialmente diseñados para arrastrar troncos (arrastradores de troncos), con una potencia de motor superior a 75 kW, pero inferior o igual a 130 kW;Tractors specially designed to drag logs (log skidders), with an engine power exceeding 75 kW, but not exceeding 130 kW
87019490;11;870194;3460;3460;03;72249;110;2000;2821;1009;Outros tratores, com uma potencia de motor superior a 75 kW, mas nao superior a 130 kW;Otros tractores con una potencia superior a 75 kW pero inferior o igual a 130 kW;Other tractors with an engine power exceeding 75 kW but not exceeding 130 kW
87019510;11;870195;3460;3460;03;72249;110;2000;2821;1009;Tratores especialmente concebidos para arrastar troncos (log skidders), com uma potencia de motor superior a 130 Kw;Tractores especialmente diseñados para arrastrar troncos (arrastradores de troncos), con motores de mas de 130 Kw;Tractors specially designed to drag logs (log skidders), with engines of more than 130 Kw
87019590;11;870195;3460;3460;03;72249;110;2000;2821;1009;Outros tratores, com uma potencia de motor superior a 130 Kw;Otros tractores con una potencia superior a 130 kW;Other tractors with an engine power exceeding 130 kW
87022000;11;870220;3635;3635;03;78311;120;2000;2910;1007;Veiculos automoveis para transporte de dez pessoas ou mais, incluindo o motorista, equipados para propulsao, simultaneamente, com um motor de pistao de ignicao por compressao (diesel ou semidiesel) e um motor eletrico;Vehiculos para el transporte de diez o mas personas, incluido el conductor, equipado para la propulsion de forma simultanea con un motor de piston de combustion interna de encendido por compresion (diesel o semidiesel) y un motor electrico;Vehicles for the transport of ten or more persons, including the driver, equipped for propulsion simultaneously with a compressionignition internal combustion piston engine (diesel or semidiesel) and an electric motor
87023000;11;870230;3635;3635;03;78319;120;2000;2910;1007;Veiculos automoveis para transporte de dez pessoas ou mais, incluindo o motorista, equipados para propulsao, simultaneamente, com um motor de pistao alternativo de ignicao por centelha (faisca) e um motor eletrico;Vehiculos para el transporte de diez o mas personas, incluido el conductor, equipado para la propulsion de forma simultanea con un motor de encendido por chispa piston alternativo y un motor electrico;Vehicles for the transport of ten or more persons, including the driver, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition and an electric motor
87024010;11;870240;3635;3635;03;78319;120;2000;2910;1007;Trolebus;Trolebus;Trolleybus
87024090;11;870240;3635;3635;03;78319;120;2000;2910;1007;Outros veiculos automoveis para transporte de dez pessoas ou mais, incluindo o motorista, unicamente com motor eletrico para propulsao;Otros vehiculos de motor para el transporte de diez o mas personas, incluido el conductor, solamente con motor electrico para la propulsion;Other motor vehicles for the transport of ten or more persons, including the driver, only with electric motor for propulsion
87029000;11;870290;3635;3635;03;78319;120;2000;2910;1007;Outros veiculos automoveis para transporte de dez pessoas ou mais, incluindo o motorista;Otros vehiculos de motor para el transporte de diez o mas personas, incluido el conductor;Other motor vehicles for the transport of ten or more persons, including the driver
87034000;11;870340;3411;3411;03;7812;312;2000;2910;1001;Outros veiculos, equipados para propulsao, simultaneamente, com um motor de pistao alternativo de ignicao por centelha (faisca) e um motor eletrico, exceto os suscetiveis de serem carregados por conexao a uma fonte externa de energia eletrica;Los demas vehiculos equipados para la propulsion de forma simultanea con un motor de encendido por chispa de piston alternativo (chispa) un motor electrico, excepto aquellos que puedan ser cargadas mediante la conexion a una fuente de alimentacion externa;Other vehicles, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition (spark) and an electric motor, except those likely to be charged by connecting to an external power source
87035000;11;870350;3411;3411;03;7812;312;2000;2910;1001;Outros veiculos, equipados para propulsao, simultaneamente, com um motor de pistao de ignicao por compressao (diesel ou semidiesel) e um motor eletrico, exceto os suscetiveis de serem carregados por conexao a uma fonte externa de energia eletrica;Demas vehiculos equipados para la propulsion de forma simultanea con motor de encendido por compresion de combustion interna de embolo (diesel o semidiesel) y un motor electrico, excepto aquellos que puedan ser cargadas mediante la conexion...;Other vehicles, equipped for propulsion simultaneously with a compressionignition internal combustion piston engine (diesel or semidiesel) and an electric motor, except those likely to be charged by connecting to an external power source
87036000;11;870360;3411;3411;03;7812;312;2000;2910;1001;Outros veiculos, equipados para propulsao, simultaneamente, com um motor de pistao alternativo de ignicao por centelha (faisca) e um motor eletrico, suscetiveis de serem carregados por conexao a uma fonte externa de energia eletrica;Otros vehiculos, equipados para la propulsion simultaneamente con un motor de encendido por chispa piston alternativo y un motor electrico, capaces de ser cargados por conexion a una fuente externa de electricidad;Other vehicles, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition and an electric motor, capable of being loaded by connection to an external source of electricity
87037000;11;870370;3411;3411;03;7812;312;2000;2910;1001;Outros veiculos, equipados para propulsao, simultaneamente, com um motor de pistao de ignicao por compressao (diesel ou semidiesel) e um motor eletrico, suscetiveis de serem carregados por conexao a uma fonte externa de energia eletrica;Los demas vehiculos equipados para la propulsion de forma simultanea con un motor de encendido por compresion de combustion interna de embolo (diesel/semidiesel) y un motor electrico,capaces de  carga por conexion a una fuente externa de electricidad;Other vehicles, equipped for propulsion simultaneously with a compressionignition internal combustion piston engine (diesel or semidiesel) and an electric motor, capable of being loaded by connection to an external source of electricity
87038000;11;870380;3411;3411;03;7812;120;2000;2910;1001;Outros veiculos, equipados unicamente com motor eletrico para propulsao;Los demas vehiculos equipados unicamente con el motor electrico para la propulsion;Other vehicles, equipped only with electric motor for propulsion
60053900;10;600539;3853;3853;03;65523;240;4000;1391;1699;Outros tecidos de malhaurdidura (incluindo os fabricados em teares para galoes), exceto os das posicoes 60.01 a 60.04, estampados;Los demas tejidos de punto por urdimbre (incluidos los obtenidos en telares de pasamaneria), excepto los de las partidas 6001 a 6004, imprimen;Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, printed
63042000;10;630420;3990;3990;03;65859;321;4000;1392;1602;Mosquiteiros para camas mencionados na Nota de subposicao 1 do presente Capitulo;Redes de la cama mencionadas en la nota de subpartida 1 de este Capitulo;Bed nets mentioned in Note of Subheading 1 of this Chapter
69072100;15;690721;3705;3990;03;66244;240;3000;2392;2100;Ladrilhos e placas (lajes), para pavimentacao ou revestimento, exceto os das subposicoes 6907.30 e 6907.40, com um coeficiente de absorcao de agua, em peso, nao superior a 0,5 %;Azulejos y placas (losas), para pavimentacion o revestimiento, excepto las de las subpartidas 6907.30 y 6907.40, con un coeficiente de absorcion de agua, en peso, inferior o igual a 0,5%;Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, not exceeding 0.5%
69072200;15;690722;3705;3990;03;66244;240;3000;2392;2100;Ladrilhos e placas (lajes), para pavimentacao ou revestimento, exceto os das subposicoes 6907.30 e 6907.40, com um coeficiente de absorcao de agua, em peso, superior a 0,5 %, mas nao superior a 10 %;Azulejos y placas (losas), para pavimentacion o revestimiento, excepto las de las subpartidas 6907.30 y 6907.40, con un coeficiente de absorcion de agua, en peso, superior al 0,5% pero no mas del 10%;Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, exceeding 0.5% but not more than 10%
69072300;15;690723;3705;3990;03;66244;240;3000;2392;2100;Ladrilhos e placas (lajes), para pavimentacao ou revestimento, exceto os das subposicoes 6907.30 e 6907.40, com um coeficiente de absorcao de agua, em peso, superior a 10 %;Azulejos y placas (losas), para pavimentacion o revestimiento, excepto las de las subpartidas 6907.30 y 6907.40, con un coeficiente de absorcion de agua, en peso, mas del 10%;Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, greater than 10%
69073000;15;690730;3705;3990;03;66244;240;3000;2392;2100;Cubos, pastilhas e artigos semelhantes, para mosaicos, exceto os da subposicao 6907.40;Dados y articulos similares para mosaicos, excepto los de la subpartida 6907.40;Cubes and similar articles, for mosaics, other than those of subheading 6907.40
